,Time,data,label
38,[02:20.46,"born on a sunny day, beneath a tangerine sky",Happy
39,[02:25.29,life gave me lemonade and i can’t imagine why,Happy
40,[02:29.83,"born on a sunny day, beneath a tangerine sky",Happy
41,[02:34.54,i live life without pretending,Happy
42,[02:37.03,i’m a sucker for happy endings,Happy
43,[02:39.31,thanks for the lemonade,Happy
44,[02:44.04,thanks for the lemonade!,Happy
45,[02:48.69,thanks for the lemonade,Happy
46,[02:53.39,thanks for the lemonade,Happy
47,[03:00.07,,Happy
0,[00:21,I know theres something in the wake of your smile.,Happy
1,[00:27,"I get a notion from the look in your eyes, yea.",Happy
2,[00:34,You've built a love but that love falls apart.,Happy
3,[00:38,Your little piece of heaven turns too dark.,Happy
4,[00:44,Listen to your heart when hes calling for you.,Happy
5,[00:49,Listen to your heart theres nothing else you can do.,Happy
6,[00:54,"I don't know where youre going and I don't know why,",Happy
7,[01:00,but listen to your heart before you tell him goodbye.,Happy
8,[01:18,Sometimes you wonder if this fight is worthwhile.,Happy
9,[01:23,"The precious moments are all lost in the tide, yea.",Happy
10,[01:29,"Theyre swept away and nothing is what is seems,",Happy
11,[01:34,the feeling of belonging to your dreams.,Happy
12,[01:39,Listen to your heart when hes calling for you.,Happy
13,[01:45,Listen to your heart theres nothing else you can do.,Happy
14,[01:50,"I don't know where youre going and I don't know why,",Happy
15,[01:56,but listen to your heart before you tell him goodbye.,Happy
16,[02:25,And there are voices that want to be heard.,Happy
17,[02:30,So much to mention but you cant find the words.,Happy
18,[02:35,,Happy
19,[02:46,Listen to your heart when hes calling for you.,Happy
20,[02:51,Listen to your heart theres nothing else you can do.,Happy
21,[02:56,"I don't know where youre going and I don't know why,",Happy
22,[03:03,but listen to your heart before you tell him goodbye.,Happy
23,[03:10,Listen to your heart when hes calling for you.,Happy
24,[03:14,Listen to your heart theres nothing else you can do.,Happy
25,[03:19,"I don't know where youre going and I don't know why,",Happy
26,[03:25,but listen to your heart before you tell him goodbye.,Happy
0,[00:23.79,Sometimes I find myself sittin' back and reminiscing,Happy
1,[00:27.02,Especially when I have to watch other people kissin',Happy
2,[00:29.52,And I remember when you started callin' me your miss's,Happy
3,[00:32.27,"All the play fightin', all the flirtatious disses",Happy
4,[00:35.48,I'd tell you sad stories about my childhood,Happy
5,[00:38.45,I dont why I trusted you but I knew that I could,Happy
6,[00:41.25,We'd spend the whole weekend lying in our own dirt,Happy
7,[00:44.15,I was just so happy in your boxers and your t-shirt,Happy
8,[00:46.97,,Happy
9,[00:47.28,"Dreams, Dreams ",Happy
10,[00:49.84,Of when we had just started things,Happy
11,[00:53.12,Dreams of you and me,Happy
12,[00:59.01,"It seems, It seems",Happy
13,[01:01.50,That I can't shake those memories,Happy
14,[01:04.92,I wonder if you have the same dreams too.,Happy
15,[01:09.44,,Happy
16,[01:10.75,The littlest things that take me there,Happy
17,[01:13.82,I know it sounds lame but its so true,Happy
18,[01:16.97,"I know its not right, but it seems unfair",Happy
19,[01:19.66,That the things are reminding me of you,Happy
20,[01:22.60,Sometimes I wish we could just pretend,Happy
21,[01:25.67,Even if for only one weekend,Happy
22,[01:28.50,"So come on, Tell me",Happy
23,[01:30.85,Is this the end?,Happy
24,[01:33.48,,Happy
25,[01:33.88,Drinkin' tea in bed,Happy
26,[01:35.54,Watching DVD's,Happy
27,[01:36.99,When I discovered all your dirty grotty magazines,Happy
28,[01:39.83,You take me out shopping and all we'd buy is trainers,Happy
29,[01:42.86,As if we ever needed anything to entertain us,Happy
30,[01:45.77,the first time that you introduced me to your friends,Happy
31,[01:48.55,"and you could tell I was nervous, so you held my hand",Happy
32,[01:51.48,"when I was feeling down, you made that face you do",Happy
33,[01:54.54,no one in the world that could replace you,Happy
34,[01:57.08,,Happy
35,[01:57.89,"Dreams, Dreams",Happy
36,[01:59.81,Of when we had just started things,Happy
37,[02:03.44,Dreams of me and you,Happy
38,[02:09.17,"It seems, It seems",Happy
39,[02:11.74,That I can't shake those memories,Happy
40,[02:15.24,I wonder if you feel the same way too,Happy
41,[02:19.87,,Happy
42,[02:20.93,The littlest things that take me there,Happy
43,[02:23.86,I know it sounds lame but its so true,Happy
44,[02:27.00,"I know its not right, but it seems unfair",Happy
45,[02:30.00,That the things remind me of you,Happy
46,[02:32.85,Sometimes I wish we could just pretend,Happy
47,[02:35.77,Even if for only one weekend,Happy
48,[02:38.89,"So come on, Tell me",Happy
49,[02:41.07,Is this the end?,Happy
50,[02:44.71,,Happy
0,[00:02.97,Aqua - Lollipop,Happy
1,[00:09.15,I am the Candyman,Happy
2,[00:12.39,Coming from Bountyland..,Happy
3,[00:15.87,I am the Candyman,Happy
4,[00:19.33,Coming from Bountyland..,Happy
5,[00:34.98,I wish that you were my Lollipop.,Happy
6,[00:38.25,"Sweet things, I will never get enough..",Happy
7,[00:41.63,"If you show me to the sugar tree,",Happy
8,[00:45.20,will you give me a sodapop for free..,Happy
9,[00:48.27,"Come with me Honey,",Happy
10,[00:49.78,I'm your sweet sugar Candyman..,Happy
11,[00:51.44,Run like the wind,Happy
12,[00:52.96,fly with me to Bountyland..,Happy
13,[00:55.30,"Bite me, I'm yours",Happy
14,[00:56.89,if you're hungry please understand..,Happy
15,[00:58.62,This is the end,Happy
16,[01:00.07,of the sweet sugar Candyman..,Happy
17,[01:01.91,Oh my love,Happy
18,[01:03.40,"I know you are my Candyman,",Happy
19,[01:05.34,And oh my love,Happy
20,[01:06.81,your word is my command..,Happy
21,[01:08.67,Oh my love,Happy
22,[01:10.23,"I know you are my Candyman,",Happy
23,[01:12.16,And oh my love,Happy
24,[01:13.60,let us fly to Bountyland..,Happy
25,[01:18.21,You are my Lollipop,Happy
26,[01:21.49,sugar sugar top,Happy
27,[01:24.63,You are my Lollipop,Happy
28,[01:28.05,sugar sugar top,Happy
29,[01:33.61,"I wish that I were a Bubble Yum,",Happy
30,[01:36.66,chewing on me baby all day long..,Happy
31,[01:40.19,"I will be begging for sweet delight,",Happy
32,[01:43.68,until you say I'm yours tonight..,Happy
33,[01:46.65,"Come with me Honey,",Happy
34,[01:48.13,I'm your sweet sugar Candyman..,Happy
35,[01:49.92,Run like the wind,Happy
36,[01:51.56,fly with me to Bountyland..,Happy
37,[01:53.75,"Bite me, I'm yours",Happy
38,[01:55.12,if you're hungry please understand..,Happy
39,[01:56.86,This is the end,Happy
40,[01:58.19,of the sweet sugar Candyman..,Happy
41,[02:00.25,Oh my love,Happy
42,[02:01.79,"I know you are my Candyman,",Happy
43,[02:03.98,And oh my love,Happy
44,[02:05.23,your word is my command..,Happy
45,[02:07.20,Oh my love,Happy
46,[02:08.69,"I know you are my Candyman,",Happy
47,[02:10.56,And oh my love,Happy
48,[02:12.09,let us fly to Bountyland..,Happy
49,[02:14.73,Oh my love,Happy
50,[02:15.82,"I know you are my Candyman,",Happy
51,[02:17.48,And oh my love,Happy
52,[02:18.99,your word is my command..,Happy
53,[02:20.97,Oh my love,Happy
54,[02:22.69,"I know you are my Candyman,",Happy
55,[02:24.34,And oh my love,Happy
56,[02:25.80,let us fly to Bountyland..,Happy
57,[02:29.95,I am the Candyman,Happy
58,[02:33.31,Coming from Bountyland,Happy
59,[02:36.76,I am the Candyman,Happy
60,[02:54.47,[02:40.19,Happy
61,[02:55.98,Oh my love,Happy
62,[02:57.48,"I know you are my Candyman,",Happy
63,[02:59.16,And oh my love,Happy
64,[03:00.60,your word is my command..,Happy
65,[03:02.75,Oh my love,Happy
66,[03:04.64,"I know you are my Candyman,",Happy
67,[03:06.13,And oh my love,Happy
68,[03:07.53,let us fly to Bountyland..,Happy
69,[03:11.88,You are my Lollipop,Happy
70,[03:15.13,sugar sugar top,Happy
71,[03:18.42,You are my Lollipop,Happy
72,[03:21.99,sugar sugar top,Happy
0,[00:10.44,"I said, sucking too hard on your lollipop, oh love's gonna get you down,",Happy
1,[00:14.98,"I said, sucking too hard on your lollipop, oh love's gonna get you down.",Happy
2,[00:20.11,"Sucking too hard on your lollipop, oh love's gonna get you down,",Happy
3,[00:24.85,"sucking too hard on your lollipop, oh love's gonna get you down.",Happy
4,[00:29.76,"Say love, say love,",Happy
5,[00:32.46,oh love's gonna get you down.,Happy
6,[00:34.97,"say love, say love,",Happy
7,[00:37.37,oh love's gonna get you down.,Happy
8,[00:39.53,"I went walking in with my mama one day,",Happy
9,[00:42.01,"when she warn me what people say,",Happy
10,[00:44.91,"live your life until love is found,",Happy
11,[00:47.04,'cause love's gonna get you down.,Happy
12,[00:49.80,"Take a look at the girl next door,",Happy
13,[00:52.32,"she's a player and a down right bore,",Happy
14,[00:54.58,"Jesus slows up, she wants more",Happy
15,[00:57.01,oh bad girls get you down.,Happy
16,[00:59.58,"Singing,",Happy
17,[01:00.69,"Sucking too hard on your lollipop, oh love's gonna get you down,",Happy
18,[01:04.84,"sucking too hard on your lollipop, oh love's gonna get you down.",Happy
19,[01:09.87,"Say love, say love,",Happy
20,[01:13.40,oh love's gonna get you down.,Happy
21,[01:15.28,"say love, say love,",Happy
22,[01:18.60,oh love's gonna get you down.,Happy
23,[01:21.14,"Mama told me what I should know,",Happy
24,[01:23.52,"too much candy gonna ride your soul,",Happy
25,[01:26.57,"if she loves you, let her go,",Happy
26,[01:28.26,'cause love only gets you down.,Happy
27,[01:31.15,"Take a look at the boy like me,",Happy
28,[01:33.31,"never stood on my own two feet,",Happy
29,[01:35.93,"now I'm blue, as I can be,",Happy
30,[01:38.73,oh love couldn't get me down.,Happy
31,[01:40.91,,Happy
32,[01:41.79,"Singing,",Happy
33,[01:42.43,"sucking too hard on your lollipop, oh love's gonna get you down,",Happy
34,[01:46.80,"sucking too hard on your lollipop, oh love's gonna get you down.",Happy
35,[01:51.12,"Say love, say love,",Happy
36,[01:53.79,oh love's gonna get you down.,Happy
37,[01:56.20,"say love, say love,",Happy
38,[01:58.60,oh love's gonna get you down.,Happy
39,[02:00.75,,Happy
40,[02:01.54,"I went walking with my mama one day,",Happy
41,[02:03.88,"when she warn me what people say,",Happy
42,[02:05.92,"live your life until love is found,",Happy
43,[02:08.48,or love's gonna get you down.,Happy
44,[02:10.80,,Happy
45,[02:11.28,"Singing,",Happy
46,[02:12.01,"sucking too hard on your lollipop, oh love's gonna get you down,",Happy
47,[02:16.26,"sucking too hard on your lollipop, oh love's gonna get you down.",Happy
48,[02:20.96,"Say love (say love), say love (say love),",Happy
49,[02:23.61,oh love's gonna get you down.,Happy
50,[02:25.94,"say love (say love), say love (say love),",Happy
51,[02:28.53,oh love's gonna get you down.,Happy
52,[02:30.34,,Happy
53,[02:30.68,"Mama told me what I should know,",Happy
54,[02:33.19,"too much candy gonna ride your soul,",Happy
55,[02:35.74,"if she loves you, let her go,",Happy
56,[02:38.64,'cause love only gets you down.,Happy
57,[02:40.48,,Happy
58,[02:40.80,"Whoa-oh, whoa-oh, whoa-oh, lollipop.",Happy
59,[02:46.36,"Whoa-oh, whoa-oh, whoa-oh, lollipop.",Happy
60,[02:50.98,,Happy
61,[02:51.25,"Sucking too hard on your lollipop, oh love's gonna get you down,",Happy
62,[02:56.58,"say, sucking too hard on your lollipop, oh love's gonna get you down",Happy
63,[03:01.42,,Happy
0,[00:23.47,Be still for long,Happy
1,[00:25.16,And I could never hold a job.,Happy
2,[00:28.78,,Happy
3,[00:29.34,Coupled with,Happy
4,[00:30.66,,Happy
5,[00:31.35,A weakness for cocaine and liquor,Happy
6,[00:34.53,Not much you can do for love.,Happy
7,[00:36.84,,Happy
8,[00:37.65,"When I met you,",Happy
9,[00:39.28,I broke the mold.,Happy
10,[00:40.64,,Happy
11,[00:41.20,I fell apart and combed my hair.,Happy
12,[00:44.42,,Happy
13,[00:45.17,Whiskey stinks,Happy
14,[00:46.44,,Happy
15,[00:47.07,For ten whole days,Happy
16,[00:49.08,Stayed off the streets at night for weeks.,Happy
17,[00:52.33,,Happy
18,[00:55.02,I don＇t wanna be a catholic pagan,Happy
19,[00:57.75,,Happy
20,[00:58.44,Now that you＇re here.,Happy
21,[01:00.13,,Happy
22,[01:00.89,"We fell in awe each other for love,",Happy
23,[01:04.90,"Survival, and everything else.",Happy
24,[01:07.15,,Happy
25,[01:29.16,Please don＇t padlock,Happy
26,[01:30.90,"Your parents＇ bomb shelter,",Happy
27,[01:32.78,Or fill her up with dust and ash.,Happy
28,[01:36.19,,Happy
29,[01:36.70,A landfill mecca,Happy
30,[01:38.28,"For burnouts and whistlers,",Happy
31,[01:40.29,,Happy
32,[01:40.94,Adolescent sour mash.,Happy
33,[01:43.89,I＇m not saying,Happy
34,[01:46.65,"That I＇m unloved,",Happy
35,[01:48.60,But I could really use it now.,Happy
36,[01:51.73,,Happy
37,[01:52.25,So turn out the lights,Happy
38,[01:54.50,"Over and over and over,",Happy
39,[01:57.14,,Happy
40,[01:57.64,We＇ll figure out the rest somehow.,Happy
41,[01:59.77,,Happy
42,[02:02.32,"I don＇t wanna be your rush-in bride,",Happy
43,[02:05.39,Not anymore.,Happy
44,[02:06.82,,Happy
45,[02:08.26,But I could say,Happy
46,[02:10.45,Apollo would have a field day if he knew at all.,Happy
47,[02:14.95,,Happy
48,[02:15.76,"Sooo, I have to gooo...",Happy
49,[02:23.84,,Happy
50,[02:24.40,"Ohhhh, have to goooo...",Happy
0,[00:02.59,i admit i was blue,Happy
1,[00:06.76,but she is forgotten,Happy
2,[00:09.88,she has to learn something,Happy
3,[00:11.85,to be the one to blame,Happy
4,[00:15.27,she is forgiven,Happy
5,[00:17.65,she is far too sweet for a boy like me,Happy
6,[00:20.22,chorus,Happy
7,[00:22.79,do you look out,Happy
8,[00:24.53,for me,Happy
9,[00:26.61,and wonder where i might be,Happy
10,[00:30.38,are you happy alone,Happy
11,[00:34.59,or have you found a boy so soon,Happy
12,[00:49.33,i see my friends,Happy
13,[00:51.52,almost everyday,Happy
14,[00:53.20,never a glimpse of Kay,Happy
15,[00:57.01,i go shopping,Happy
16,[00:58.92,when i'm alone,Happy
17,[01:00.83,just to pick me up,Happy
18,[01:05.73,i can be happy,Happy
19,[01:08.13,i don't need someone to tell me my mistakes,Happy
20,[01:13.34,she can't be happy,Happy
21,[01:16.13,i can't imagine,Happy
22,[01:18.26,her without me,Happy
23,[01:20.46,chorus,Happy
24,[01:22.65,do you look out,Happy
25,[01:24.28,for me,Happy
26,[01:26.99,and wonder where i might be,Happy
27,[01:30.29,are you happy alone,Happy
28,[01:34.42,or have you found a boy so soon,Happy
29,[02:28.95,nouvelle | lyrics index,Happy
30,[02:32.40,,Happy
0,[00:52.44,From jamaica to the world,Happy
1,[00:54.62,"It's just love, It's just love,",Happy
2,[00:57.50,,Happy
3,[01:00.89,why most the children play in the street?,Happy
4,[01:04.66,broken arms can fade the dreams,Happy
5,[01:08.13,peace on earth to everyone that you meet,Happy
6,[01:11.63,don't you worry? it could be so sweet,Happy
7,[01:15.57,"just after a rainbow you will see,",Happy
8,[01:19.87,the summer shine till the eternity,Happy
9,[01:23.27,I've got so much love in my heart,Happy
10,[01:27.17,no one can tear the bond,Happy
11,[01:29.08,,Happy
12,[01:31.78,feel the love generation X2,Happy
13,[01:42.93,come on come on come on,Happy
14,[01:44.99,,Happy
15,[02:13.00,feel the love generation X2,Happy
16,[02:23.51,,Happy
17,[02:29.00,"dont't worry about a thing, gonna be all right X4",Happy
18,[02:42.96,,Happy
19,[03:13.63,why most the children play in the street?,Happy
20,[03:17.09,broken arms can fade the dreams,Happy
21,[03:20.52,peace on earth to everyone that you meet,Happy
22,[03:24.04,don't you worry? it could be so sweet,Happy
23,[03:28.01,"just after a rainbow you will see,",Happy
24,[03:32.25,the summer shine till the eternity,Happy
25,[03:35.68,I've got so much love in my heart,Happy
26,[03:39.60,no one can tear the bond,Happy
27,[03:41.51,,Happy
0,[00:21.30,well it's 4 am,Happy
1,[00:26.19,the paperboy's at it again,Happy
2,[00:27.55,but I can't get no sleep,Happy
3,[00:31.52,I mean what's the point,Happy
4,[00:35.38,if I can't even dream up a dream that's worth the keep,Happy
5,[00:41.57,,Happy
6,[00:42.55,and so there's no need in even going,Happy
7,[00:47.74,cause I'm much better off never knowing,Happy
8,[00:52.90,you know the media's gettin really good at lyin',Happy
9,[00:58.36,"and this time around, well i'm not buyin'",Happy
10,[01:03.30,,Happy
11,[01:03.73,cause this life is a beautiful one,Happy
12,[01:05.98,and though I've seen it comin' undone,Happy
13,[01:08.87,Well I know most definitely,Happy
14,[01:10.84,that it's gonna be you,Happy
15,[01:12.33,its gonna be me,Happy
16,[01:13.93,,Happy
17,[01:14.07,so baby keep your head up,Happy
18,[01:17.70,keep it on the up and up,Happy
19,[01:19.40,and know now cause you got all my,Happy
20,[01:22.73,love love love。。。。,Happy
